handleId,fieldType,name,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_7770dec3-0559-0ac4-ad57-e28403b84427,Product,Bitch please I'm fucking fabulous | mugs,ca757a_e6fa302ae83f4bc99d4373b57be4f265~mv2.jpg,Mugs,,Mugs,19.95,,TRUE,AMOUNT,4.95,1,0.86,11.99,,,,,,,,,,,,,,,,,,,Material,"<p>Ceramic</p>
",Size,"<p>15&nbsp;oz.&nbsp; (425 ml)<br>
&nbsp;</p>
",Care Instructions,"<p>Dishwasher &amp; microwave safe<br>
Bold pop of colour</p>
",Print,"<p>Sublimation</p>
",,,,,,,,,,,Femi By Jojo
product_adea6c77-36d4-3bd8-0f36-3e3fb0f7c688,Product,Teacher's Life l  libbey glass,ca757a_7286531c850348c1809f943a11b432d4~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,Femi By Jojo
product_6ec30553-b0c6-8f9d-43c8-1da368191695,Product,Crafty Girl  libbey glass,ca757a_2d0761175bae48128211f1c2b0ae2ec2~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_45415b76-fa43-6a5a-5575-b212a2431c44,Product,Just Roll with It | libbey glass,ca757a_63d268a2c44e4b209de7d465bdc2353d~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Green cover;Purple cover,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_45415b76-fa43-6a5a-5575-b212a2431c44,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Green cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_45415b76-fa43-6a5a-5575-b212a2431c44,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Purple cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29bebaca-30aa-2b7f-bf6d-eb4dee5962ce,Product,Strawberry Pink Bows | libbey glass,ca757a_efe988fd39224dadba12c3048d66af31~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_0be1d944-5a81-0935-c160-c19e520df7a1,Product,Ghost Gang Collection | libbey glass,ca757a_4af36563d14843528e1f7e21a81b790b~mv2.jpg;ca757a_dd78beed540041e18d7d4c5cd1c4915a~mv2.jpg;ca757a_54cca886cd2c44b1ad1fbfa7c6578bfe~mv2.jpg;ca757a_f778709e423445a4bd2cff23a356e6bb~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,Name,DROP_DOWN,Ghost Purple Bow;Ghost Latte squares;Ghost Reading;Ghost Pumpkins,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_dad90bcd-16cb-472b-2753-1b2bd9ceb036,Product,Pink & Zebra Bows| libbey glass,ca757a_c1a0a7d716014cd39d70bd8b53606b0c~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_9c710072-b7a0-726d-3ae8-7227f020c749,Product,Pink Bow Cherry Collection | libbey glass,ca757a_1572672168374c4789c235951c623df3~mv2.jpg;ca757a_6dec89ac0fa447f3b20cf1c00c036cf5~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Pink Bow Cherry;Retro Pink Cherry,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_9c710072-b7a0-726d-3ae8-7227f020c749,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Pink Bow Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9c710072-b7a0-726d-3ae8-7227f020c749,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Retro Pink Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7c005c2c-082c-eba7-136b-49745e6a6bfb,Product,Reading helps your mind bloom | libbey glass,ca757a_4d5028b2503047b0a8eb16b822686cc5~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_8de9b4fe-e8bf-b0fa-b93b-12e58757b38a,Product,Leopard Print Iced Coffee | libbey glass,ca757a_468a4aeb91c54907bc5bc69c26b5fd6e~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_397aab9a-ae96-12d6-203a-dad113cab27b,Product,This Belongs to Mommy | libbey glass,ca757a_800589f46ada4a37925b7089b466c01d~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_8c435a7e-1fe4-482d-8198-a3557a0c73bb,Product,Camping is my Happy Place | libbey glass,ca757a_992b6a8422b34cecbf8c3cd5cf71126f~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_8e4f8846-ee92-4d78-3a94-da62a6dff5f5,Product,Flamingo Flair Collection | libbey glass,ca757a_3902180ca8234ffcb1a2ccee42cfc53a~mv2.jpg;ca757a_6d25ee72de7545e3b3da41dd76ba5a1b~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,What the Flock;Calm the Flock down,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_8e4f8846-ee92-4d78-3a94-da62a6dff5f5,Variant,,,,,,,,TRUE,,,2,0.86,5.5,,,What the Flock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8e4f8846-ee92-4d78-3a94-da62a6dff5f5,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Calm the Flock down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_97b30b6d-09b7-b083-5885-6bfc25569710,Product,Nurse Life Collection | libbey glass,ca757a_506992943ddb42f5a60d6f1b5f65ce2a~mv2.jpg;ca757a_b1bf46d150ee4656adce698062d5c999~mv2.jpg;ca757a_f5f9dc1c51bb4e55803254dec1c3e8d4~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Nurse Fuel Jar;Nurse Life Essentials;Scrub Life,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_97b30b6d-09b7-b083-5885-6bfc25569710,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Nurse Life Essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_97b30b6d-09b7-b083-5885-6bfc25569710,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Nurse Fuel Jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_97b30b6d-09b7-b083-5885-6bfc25569710,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Scrub Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f0f7853-7c96-c0be-3ba7-4c27300cd9f8,Product,That Witch Energy collection | libbey glass,ca757a_cbd649e557194563ae1f0e8a2f37357b~mv2.jpg;ca757a_57a1cbcf87d242bd8839adce7c52fab8~mv2.jpg;ca757a_abf80fcfb88d4767bbb6bcfef15a83a9~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,That Witch side;That Witch Front;Don't be a salty witch,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_4f0f7853-7c96-c0be-3ba7-4c27300cd9f8,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,That Witch side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f0f7853-7c96-c0be-3ba7-4c27300cd9f8,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Don't be a salty witch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f0f7853-7c96-c0be-3ba7-4c27300cd9f8,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,That Witch Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_12262394-9ce9-45bb-dbaa-729289599cb9,Product,Sassy highland flamingo floaty | libbey glass,ca757a_c040a00ac1a4401281a0797f2cd65470~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_df4c4be0-77da-8104-0489-71fd6d79115e,Product,Self Affirmation | libbey glass,ca757a_0f7b7fce81ff4864ab6d3f690a316f5d~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_82269e86-ab7f-697a-e63c-174ebd23b305,Product,Take a look it's a books | libbey glass,ca757a_4c14f89389ec4c04858e3715dce12bfa~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_99f310a8-d9f7-9c08-d22c-e713b2f06c42,Product,Groovy Shrooms & Flowers | libbey glass,ca757a_106b9360ffbb4861a71b278fbe92af78~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_309b21cd-1c9a-65d1-c1f1-76d8025d3511,Product,Good Moms say bad words skeleton | libbey glass,ca757a_2f8468e2622548259163e4e4af5328f2~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_29093520-fc5f-63ab-b7c1-40661ba3d78c,Product,Bold & Boujee Collection | libbey glass,ca757a_91d6e8d675994b598e48dacb394eb6bc~mv2.jpg;ca757a_f7b4b11c8ada48cfa7783badf7a9ecde~mv2.jpg;ca757a_b9efc48a1e284136827650bc7dc4f7e1~mv2.jpg;ca757a_e7bdee6bebf74908b7c02e508f2d4201~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Cargo Blue vibes;Camo Green vibes;Camo Red vibes;Camo Pink vibes,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_29093520-fc5f-63ab-b7c1-40661ba3d78c,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Camo Green vibes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29093520-fc5f-63ab-b7c1-40661ba3d78c,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Camo Red vibes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29093520-fc5f-63ab-b7c1-40661ba3d78c,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Cargo Blue vibes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29093520-fc5f-63ab-b7c1-40661ba3d78c,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Camo Pink vibes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3f3ccd1c-7717-711b-a8ba-3c2c95eb3d84,Product,Let it snow Ho Ho Ho | libbey glass,ca757a_23643b2dc6904f4982b17860b742856b~mv2.jpg;ca757a_94cd842a6e5e4a1da7b15bc1fd1d25be~mv2.png,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_ebba2807-4f57-6cee-173b-2bc311c8b01e,Product,Dabbing Christmas Crew | libbey glass,ca757a_79601f0b744b4e1589a68e5e1f3563ad~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_16c2311f-371d-656c-4cb9-ff2cbc08101c,Product,Just a girl who loves Christmas | libbey glass,ca757a_df433e0e5d3748aea5e05a99b574e989~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16&nbsp;oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_467f6357-49d3-d4b9-80fd-40af34df1268,Product,Ho Ho Ho Reindeers | libbey glass,ca757a_4b8bb98b5d814898a7854827eaa5b74b~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>18&nbsp;oz (532 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_407bbd58-6ea4-a22a-de25-61715c9ceef7,Product,Joy to the world snowman | libbey glass,ca757a_dbdd51dc06b746a9943dcf54be5aef5c~mv2.jpg;ca757a_24c642262a8049229e57b8b45257c873~mv2.png,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_53edb84b-98ed-99d0-a352-1b19e5e32ccb,Product,Festive Hot Cocoa | libbey glass,ca757a_651ab513a7a7468aa82720fe4ff56fb6~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_98955fe5-62da-4ac8-2a40-739a25d635ab,Product,Glam Girl Selfie | libbey glass,ca757a_d138890994bf49d0bcd2e44526470fd1~mv2.jpg;ca757a_69674b597c484b7db1777a1ae524ee91~mv2.jpg;ca757a_b749343b14b249c2b198352e3bf8a582~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Hot Mess Mom with heart mug;Coffee & Selfie Plaid top;Selfie Grandma with snowflake mug,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_98955fe5-62da-4ac8-2a40-739a25d635ab,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Selfie Grandma with snowflake mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98955fe5-62da-4ac8-2a40-739a25d635ab,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Coffee & Selfie Plaid top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98955fe5-62da-4ac8-2a40-739a25d635ab,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Hot Mess Mom with heart mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9292062f-7ede-b3c1-630b-9974533f3f07,Product,Merry & Bright Penguin | libbey glass,ca757a_7ecc2ddc6c8346108419b03c90cd8bb5~mv2.jpg;ca757a_70597e026623443f811eadbdffacdc37~mv2.png,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass</p>
",Size,"<p>18&nbsp;oz (532 ml)</p>
",Care Instructions,"<p>Hand wash only not dishwasher safe</p>
",,,,,,,,,,,,,
product_83e8629f-55d3-fb5e-4548-9f74752849d7,Product,I want a Hippopotamus for Christmas | libbey glass,ca757a_90cd5b71cc5d4a82988a43ae19b22beb~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,
product_589d9068-a6a4-1de0-5249-6fd9fa99a21c,Product,Mooey Christmas| libbey glass,ca757a_9abe9fa813ef4f9faf8dc3a992808eed~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass</p>
",Size,"<p>18&nbsp;oz (532 ml)</p>
",Care Instructions,"<p>Hand wash only not dishwasher safe</p>
",,,,,,,,,,,,,
product_9330c103-1b77-fbd0-1139-2edf183c8a1e,Product,Gnome Love | libbey glass,ca757a_a1baf68e67464416b976854deebb0dce~mv2.jpg;ca757a_0ab4bd04d9264fe1bb1a1abe0a8259ef~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Bean Hugger;Life Happens Coffee Helps,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,Femi By Jojo
product_9330c103-1b77-fbd0-1139-2edf183c8a1e,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Life Happens Coffee Helps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9330c103-1b77-fbd0-1139-2edf183c8a1e,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Bean Hugger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Product,Merry Moments | libbey glass,ca757a_acdba6d326b04bec93dc98a3ffe91862~mv2.jpg;ca757a_815a4c840a7e4cefbe28269609ce9f53~mv2.jpg;ca757a_7ec53ef6314642c2a3538643f4169cb5~mv2.jpg;ca757a_a9b492592e2f477c8fe00d1855236cb6~mv2.jpg;ca757a_8d97a74343914dd186e16e6ffdaf2bf9~mv2.jpg,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,0,,,Name,DROP_DOWN,Merry Christmas  Santa;Merry Christmas Gnome;Merry Christmas Pink Trees;Merry Christmas Trees;Merry Christmas Hat,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass<br>
&nbsp;</p>
",Size,"<p>16 oz (473 ml)</p>
",Care Instructions,"<p>Hand Wash Only</p>

<p>Not Dishwasher safe</p>
",,,,,,,,,,,,,Femi By Jojo
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Merry Christmas Gnome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Merry Christmas Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Merry Christmas  Santa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Merry Christmas Pink Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c0ad7d8-29d7-687e-59da-6564bd24fdd2,Variant,,,,,,,,TRUE,,,1,0.86,5.5,,,Merry Christmas Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_34814308-4d2d-d67c-7887-d00447b2825b,Product,Every chapter is a new adventure | bookmark,ca757a_7ff564485e344d028b13c0255f4642c1~mv2.jpg,Accessories,,Accessories,4,,TRUE,PERCENT,0,1,,0.57,,,,,,,,,,,,,,,,,,,Material,"<p>Acrylic</p>
",Size,"<p>4"".7'</p>
",,,,,,,,,,,,,,,Femi By Jojo
product_819dae91-be76-c324-5fc1-454c580d027a,Product,Pink Petal Path | bookmark,ca757a_173369e7a5a84c6eac71932ca32b3f54~mv2.jpg,Accessories,,Accessories,4,,TRUE,PERCENT,0,1,,0.57,,,,,,,,,,,,,,,,,,,Material,"<p>Acrylic</p>
",Size,"<p>4"".7'</p>
",,,,,,,,,,,,,,,Femi By Jojo
product_908ab6c6-6473-fdfb-6a38-bf1150db6dd0,Product,Born to Read Forced to Work | bookmark,ca757a_4da83550b7b14a1bb3e65016fc5d3e23~mv2.jpg,Accessories,,Accessories,4,,TRUE,PERCENT,0,1,,0.57,,,,,,,,,,,,,,,,,,,Material,"<p>Acrylic</p>
",Size,"<p>4"".7'</p>
",,,,,,,,,,,,,,,Femi By Jojo
product_355e52e2-92db-2b70-8d9e-90be390ef0a3,Product,Tribal Trails | bookmark,ca757a_a0429698e6fa40269481268aff8d8798~mv2.jpg,Accessories,,Accessories,4,,TRUE,PERCENT,0,1,,0.57,,,,,,,,,,,,,,,,,,,Material,"<p>Acrylic</p>
",Size,"<p>4"".7'</p>
",,,,,,,,,,,,,,,Femi By Jojo
product_70d592b4-9756-518c-20f0-80e381643620,Product,Just one more page | bookmark,ca757a_5be7e206b6d24508b2c16c6f5d1da312~mv2.jpg,Accessories,,Accessories,4,,TRUE,PERCENT,0,1,,0.57,,,,,,,,,,,,,,,,,,,Material,"<p>Acrylic</p>
",Size,"<p>4"".7'</p>
",,,,,,,,,,,,,,,Femi By Jojo
